2026-06-04 12:2604,Chocolate_Toffee,0.77,687,266,1452,599
2026-06-04 12:2604,Chocolate_Toffee,0.76,690,263,1451,585
2026-06-04 12:2604,Chocolate_Toffee,0.63,683,254,1450,565
2026-06-04 12:2604,Chocolate_Toffee,0.68,683,250,1449,557
2026-06-04 12:2604,Chocolate_Toffee,0.64,673,253,1448,584
2026-06-04 12:2604,Chocolate_Toffee,0.55,678,252,1441,566
2026-06-04 12:2604,Chocolate_Toffee,0.51,674,240,1428,568
2026-06-04 12:2604,Chocolate_Toffee,0.50,647,227,1444,525
2026-06-04 12:2604,Chocolate_Toffee,0.43,658,227,1293,484
2026-06-04 12:2604,Chocolate_Toffee,0.89,653,224,1293,472
2026-06-04 12:2604,Chocolate_Toffee,0.77,654,223,1283,471
2026-06-04 12:2604,Chocolate_Toffee,0.36,646,223,1287,480
2026-06-04 12:2604,Chocolate_Toffee,0.25,640,226,1263,503
2026-06-04 12:2605,Chocolate_Toffee,0.46,1651,66,1756,145
2026-06-04 12:2606,Chocolate_Toffee,0.26,1647,66,1757,145
2026-06-04 12:2606,Daim,0.48,170,215,962,567
2026-06-04 12:2606,Daim,0.52,174,279,850,597
2026-06-04 12:2606,Daim,0.57,170,281,844,603
2026-06-04 12:2606,Daim,0.77,174,281,835,606
2026-06-04 12:2607,Daim,0.44,0,0,1153,753
2026-06-04 12:2607,Daim,0.33,826,224,1385,529
2026-06-04 12:2607,Daim,0.49,846,225,1401,529
2026-06-04 12:2607,Daim,0.59,854,223,1413,530
2026-06-04 12:2607,Daim,0.72,835,218,1397,529
2026-06-04 12:2607,Daim,0.63,829,217,1390,529
2026-06-04 12:2607,Daim,0.72,824,216,1386,527
2026-06-04 12:2607,Daim,0.41,818,203,1380,523
2026-06-04 12:2607,Daim,0.69,816,197,1379,519
2026-06-04 12:2607,Daim,0.81,815,196,1380,512
2026-06-04 12:2607,Daim,0.84,817,195,1381,513
2026-06-04 12:2607,Daim,0.85,818,195,1382,507
2026-06-04 12:2607,Daim,0.87,816,192,1382,507
2026-06-04 12:2607,Daim,0.75,811,193,1381,514
2026-06-04 12:2607,Daim,0.74,809,193,1379,512
2026-06-04 12:2607,Daim,0.70,804,192,1375,502
2026-06-04 12:2607,Daim,0.49,799,193,1372,505
2026-06-04 12:2608,Daim,0.43,796,194,1367,509
2026-06-04 12:2608,Daim,0.46,793,193,1367,515
2026-06-04 12:2608,Daim,0.30,790,194,1367,517
2026-06-04 12:2608,Daim,0.38,785,195,1367,513
2026-06-04 12:2608,Daim,0.27,783,193,1366,515
2026-06-04 12:2608,Daim,0.33,784,193,1365,507
2026-06-04 12:2608,Daim,0.33,785,193,1365,514
2026-06-04 12:2608,Daim,0.36,797,194,1369,514
2026-06-04 12:2608,Daim,0.56,798,195,1373,512
2026-06-04 12:2608,Daim,0.53,802,193,1376,498
2026-06-04 12:2608,Daim,0.53,817,189,1379,491
2026-06-04 12:2608,Daim,0.62,811,187,1379,478
2026-06-04 12:2608,Daim,0.61,811,187,1377,476
2026-06-04 12:2608,Daim,0.82,804,185,1370,474
2026-06-04 12:2608,Daim,0.44,795,185,1372,473
2026-06-04 12:2608,Daim,0.40,786,181,1366,472
2026-06-04 12:2608,Daim,0.42,784,180,1365,471
2026-06-04 12:2609,Daim,0.27,779,179,1363,471
2026-06-04 12:2609,Daim,0.35,790,174,1366,463
2026-06-04 12:2609,Daim,0.27,793,173,1367,465
2026-06-04 12:2609,Daim,0.28,795,178,1370,469
2026-06-04 12:2609,Daim,0.57,810,186,1378,476
2026-06-04 12:2609,Daim,0.63,819,186,1386,486
2026-06-04 12:2610,Chocolate_Toffee,0.40,1651,78,1760,151
2026-06-04 12:2611,Lakris,0.27,581,134,1154,390
2026-06-04 12:2611,Lakris,0.60,609,141,1163,393
2026-06-04 12:2611,Lakris,0.42,641,156,1186,410
2026-06-04 12:2611,Chocolate_Toffee,0.28,498,612,1468,1080
2026-06-04 12:2611,Lakris,0.68,648,164,1208,450
2026-06-04 12:2611,Lakris,0.85,651,178,1210,459
2026-06-04 12:2611,Chocolate_Toffee,0.29,656,180,1214,455
2026-06-04 12:2611,Lakris,0.53,645,198,1212,474
2026-06-04 12:2611,Lakris,0.59,637,210,1208,483
2026-06-04 12:2611,Lakris,0.53,636,209,1205,479
2026-06-04 12:2611,Lakris,0.45,620,195,1201,474
2026-06-04 12:2611,Lakris,0.60,623,188,1201,466
2026-06-04 12:2611,Lakris,0.56,626,190,1203,467
2026-06-04 12:2611,Lakris,0.64,631,189,1204,468
2026-06-04 12:2611,Lakris,0.46,635,187,1205,465
2026-06-04 12:2611,Chocolate_Toffee,0.29,642,190,1202,463
2026-06-04 12:2611,Lakris,0.64,640,184,1199,462
2026-06-04 12:2612,Lakris,0.77,644,181,1206,459
2026-06-04 12:2612,Lakris,0.55,645,181,1209,456
2026-06-04 12:2612,Lakris,0.85,646,181,1214,455
2026-06-04 12:2612,Lakris,0.83,648,181,1213,457
2026-06-04 12:2612,Lakris,0.82,648,181,1214,456
2026-06-04 12:2612,Lakris,0.81,647,181,1212,457
2026-06-04 12:2612,Lakris,0.83,650,181,1213,457
2026-06-04 12:2612,Lakris,0.76,650,183,1212,457
2026-06-04 12:2612,Lakris,0.74,652,181,1215,458
2026-06-04 12:2612,Lakris,0.79,654,182,1217,457
2026-06-04 12:2612,Lakris,0.63,655,185,1223,461
2026-06-04 12:2612,Lakris,0.59,655,186,1225,461
2026-06-04 12:2612,Lakris,0.57,655,186,1224,462
2026-06-04 12:2612,Lakris,0.72,655,185,1225,460
2026-06-04 12:2612,Lakris,0.58,657,185,1229,463
2026-06-04 12:2612,Lakris,0.78,658,185,1226,465
2026-06-04 12:2612,Lakris,0.72,657,188,1226,466
2026-06-04 12:2612,Lakris,0.74,655,195,1226,471
2026-06-04 12:2612,Lakris,0.80,652,197,1222,472
2026-06-04 12:2612,Lakris,0.54,648,189,1221,467
2026-06-04 12:2612,Chocolate_Toffee,0.36,811,195,1220,464
2026-06-04 12:2613,Lakris,0.47,641,189,1221,469
2026-06-04 12:2613,Chocolate_Toffee,0.26,739,194,1219,467
2026-06-04 12:2613,Lakris,0.72,646,192,1221,469
2026-06-04 12:2613,Chocolate_Toffee,0.27,648,193,1218,467
2026-06-04 12:2613,Lakris,0.82,655,184,1225,464
2026-06-04 12:2613,Lakris,0.82,666,180,1230,455
2026-06-04 12:2613,Lakris,0.53,669,180,1242,452
2026-06-04 12:2613,Lakris,0.55,671,176,1232,449
2026-06-04 12:2613,Lakris,0.69,669,171,1231,447
2026-06-04 12:2613,Lakris,0.77,669,170,1232,449
2026-06-04 12:2613,Lakris,0.82,668,173,1231,447
2026-06-04 12:2613,Lakris,0.86,666,172,1229,445
2026-06-04 12:2613,Lakris,0.89,662,173,1224,446
2026-06-04 12:2613,Lakris,0.94,658,179,1217,447
2026-06-04 12:2613,Lakris,0.79,647,182,1204,457
2026-06-04 12:2613,Lakris,0.81,637,185,1200,458
2026-06-04 12:2613,Lakris,0.44,615,190,1189,466
2026-06-04 12:2613,Chocolate_Toffee,0.31,654,198,1191,465
2026-06-04 12:2615,Chocolate_Toffee,0.29,1642,66,1760,146
2026-06-04 12:2616,Japp,0.27,734,134,1375,387
2026-06-04 12:2616,Japp,0.53,742,140,1387,400
2026-06-04 12:2616,Japp,0.32,755,157,1227,422
2026-06-04 12:2616,Japp,0.43,751,160,1233,421
2026-06-04 12:2616,Japp,0.53,740,158,1272,420
2026-06-04 12:2616,Japp,0.54,740,158,1272,421
2026-06-04 12:2616,Japp,0.55,735,146,1224,419
2026-06-04 12:2616,Japp,0.61,737,147,1221,414
2026-06-04 12:2616,Japp,0.53,738,134,1261,413
2026-06-04 12:2616,Japp,0.65,741,129,1274,412
2026-06-04 12:2616,Japp,0.55,740,134,1295,410
2026-06-04 12:2616,Japp,0.63,729,135,1396,415
2026-06-04 12:2616,Japp,0.28,731,131,1204,407
2026-06-04 12:2616,Japp,0.57,725,139,1394,415
2026-06-04 12:2616,Japp,0.57,723,141,1390,416
2026-06-04 12:2616,Japp,0.48,719,134,1385,413
2026-06-04 12:2617,Japp,0.35,720,137,1387,415
2026-06-04 12:2617,Japp,0.49,725,129,1326,410
2026-06-04 12:2617,Japp,0.64,727,128,1313,407
2026-06-04 12:2617,Japp,0.60,733,137,1267,407
2026-06-04 12:2617,Japp,0.81,738,129,1286,404
2026-06-04 12:2617,Japp,0.80,741,133,1247,404
2026-06-04 12:2617,Japp,0.84,745,123,1212,402
2026-06-04 12:2617,Japp,0.65,740,129,1404,400
2026-06-04 12:2617,Japp,0.81,749,111,1220,400
2026-06-04 12:2617,Japp,0.71,744,120,1401,396
2026-06-04 12:2617,Japp,0.72,749,118,1414,401
2026-06-04 12:2617,Japp,0.72,750,123,1414,395
2026-06-04 12:2617,Japp,0.62,751,113,1230,399
2026-06-04 12:2617,Japp,0.73,751,83,1422,389
2026-06-04 12:2617,Japp,0.61,746,87,1427,380
2026-06-04 12:2617,Japp,0.65,743,26,1428,374
2026-06-04 12:2617,Japp,0.26,740,86,1203,374
2026-06-04 12:2617,Japp,0.46,740,9,1445,362
2026-06-04 12:2617,Japp,0.42,749,0,1483,348
2026-06-04 12:2617,Japp,0.26,754,0,1272,342
2026-06-04 12:2617,Japp,0.63,747,0,1508,343
2026-06-04 12:2617,Japp,0.87,784,0,1533,336
2026-06-04 12:2617,Japp,0.88,799,0,1566,335
2026-06-04 12:2618,Japp,0.82,807,0,1574,335
2026-06-04 12:2618,Japp,0.76,826,0,1594,342
2026-06-04 12:2618,Japp,0.77,829,0,1606,346
2026-06-04 12:2618,Japp,0.74,834,0,1609,348
2026-06-04 12:2618,Japp,0.78,846,0,1615,347
2026-06-04 12:2618,Japp,0.82,851,0,1620,349
2026-06-04 12:2618,Japp,0.43,852,3,1639,360
2026-06-04 12:2620,Nougat_Crisp,0.65,759,80,1268,324
2026-06-04 12:2620,Nougat_Crisp,0.67,786,73,1290,306
2026-06-04 12:2620,Nougat_Crisp,0.73,859,83,1297,294
2026-06-04 12:2620,Nougat_Crisp,0.63,639,205,791,276
2026-06-04 12:2620,Nougat_Crisp,0.59,651,82,1306,307
2026-06-04 12:2620,Nougat_Crisp,0.59,650,195,821,294
2026-06-04 12:2620,Chocolate_Toffee,0.61,657,108,1315,328
2026-06-04 12:2620,Nougat_Crisp,0.38,655,111,1314,329
2026-06-04 12:2620,Nougat_Crisp,0.36,650,200,817,316
2026-06-04 12:2620,Nougat_Crisp,0.51,651,126,1314,351
2026-06-04 12:2620,Nougat_Crisp,0.42,667,137,1314,363
2026-06-04 12:2620,Nougat_Crisp,0.63,656,166,1311,370
2026-06-04 12:2620,Nougat_Crisp,0.49,659,179,1311,379
2026-06-04 12:2620,Chocolate_Toffee,0.28,663,177,1308,381
2026-06-04 12:2620,Nougat_Crisp,0.86,652,178,1308,370
2026-06-04 12:2620,Nougat_Crisp,0.83,656,179,1312,372
2026-06-04 12:2620,Nougat_Crisp,0.75,658,183,1313,377
2026-06-04 12:2620,Nougat_Crisp,0.57,650,189,1311,383
2026-06-04 12:2620,Chocolate_Toffee,0.39,649,187,1311,386
2026-06-04 12:2620,Nougat_Crisp,0.61,654,188,1310,383
2026-06-04 12:2620,Chocolate_Toffee,0.33,651,187,1311,386
2026-06-04 12:2620,Nougat_Crisp,0.66,651,188,1311,383
2026-06-04 12:2620,Chocolate_Toffee,0.35,648,187,1311,385
2026-06-04 12:2620,Nougat_Crisp,0.75,649,182,1315,374
2026-06-04 12:2620,Nougat_Crisp,0.86,648,172,1315,366
2026-06-04 12:2621,Nougat_Crisp,0.83,649,175,1319,367
2026-06-04 12:2621,Nougat_Crisp,0.87,654,179,1326,373
2026-06-04 12:2621,Nougat_Crisp,0.93,657,175,1328,374
2026-06-04 12:2621,Nougat_Crisp,0.95,656,167,1329,363
2026-06-04 12:2621,Nougat_Crisp,0.93,659,166,1328,363
2026-06-04 12:2621,Nougat_Crisp,0.94,661,166,1326,361
2026-06-04 12:2621,Nougat_Crisp,0.93,657,167,1318,362
2026-06-04 12:2621,Nougat_Crisp,0.62,662,186,1313,385
2026-06-04 12:2621,Nougat_Crisp,0.97,652,198,1307,396
2026-06-04 12:2621,Nougat_Crisp,0.99,645,204,1283,409
2026-06-04 12:2621,Nougat_Crisp,0.97,645,198,1287,412
2026-06-04 12:2622,Chocolate_Toffee,0.26,1650,68,1760,146
2026-06-04 12:2622,Chocolate_Toffee,0.38,1649,67,1757,144
2026-06-04 12:2623,Chocolate_Toffee,0.51,1649,63,1759,145
2026-06-04 12:2623,Chocolate_Toffee,0.38,1649,63,1757,144
2026-06-04 12:2623,Chocolate_Toffee,0.30,1643,64,1758,145
2026-06-04 12:2623,Chocolate_Toffee,0.34,1650,64,1760,146
2026-06-04 12:2624,Chocolate_Toffee,0.30,1653,68,1757,144
2026-06-04 12:5926,Japp,0.45,386,542,873,732
2026-06-04 12:5926,Japp,0.87,384,529,888,720
2026-06-04 12:5926,Japp,0.87,377,530,876,720
2026-06-04 12:5926,Chocolate_Toffee,0.46,383,527,879,721
2026-06-04 12:5926,Japp,0.94,370,527,866,725
2026-06-04 12:5926,Chocolate_Toffee,0.78,372,525,868,726
2026-06-04 12:5926,Japp,0.95,370,531,876,726
2026-06-04 12:5926,Chocolate_Toffee,0.62,371,528,877,729
2026-06-04 12:5926,Japp,0.99,374,534,897,732
2026-06-04 12:5926,Chocolate_Toffee,0.49,374,532,900,736
2026-06-04 12:5926,Japp,0.98,375,536,890,739
2026-06-04 12:5926,Chocolate_Toffee,0.38,377,532,887,743
2026-06-04 12:5926,Japp,0.97,373,539,884,742
2026-06-04 12:5926,Japp,0.98,372,539,883,742
2026-06-04 12:5926,Japp,0.97,371,538,886,740
2026-06-04 12:5926,Chocolate_Toffee,0.42,371,539,881,743
2026-06-04 12:5926,Japp,0.97,374,539,890,737
2026-06-04 12:5926,Chocolate_Toffee,0.59,375,539,884,740
2026-06-04 12:5926,Japp,0.99,374,538,890,739
2026-06-04 12:5926,Chocolate_Toffee,0.45,375,537,885,742
2026-06-04 12:5927,Japp,0.89,369,544,882,744
2026-06-04 12:5927,Chocolate_Toffee,0.63,369,537,880,746
2026-06-04 12:5927,Japp,0.90,364,549,881,748
2026-06-04 12:5927,Chocolate_Toffee,0.57,364,541,878,749
2026-06-04 12:5927,Japp,0.91,360,551,871,747
2026-06-04 12:5927,Chocolate_Toffee,0.53,361,545,872,749
2026-06-04 12:5927,Japp,0.89,359,546,888,745
2026-06-04 12:5927,Chocolate_Toffee,0.70,361,539,884,748
2026-06-04 12:5927,Japp,0.98,356,536,876,735
2026-06-04 12:5927,Chocolate_Toffee,0.80,355,536,875,739
2026-06-04 12:5927,Japp,0.89,335,520,886,717
2026-06-04 12:5927,Chocolate_Toffee,0.84,336,527,883,724
2026-06-04 12:5927,Japp,0.95,316,498,892,706
2026-06-04 12:5927,Japp,0.94,308,491,884,705
2026-06-04 12:5927,Japp,0.86,301,469,874,700
2026-06-04 12:5927,Japp,0.86,299,470,883,699
2026-06-04 12:5927,Japp,0.88,296,456,907,694
2026-06-04 12:5927,Japp,0.86,295,451,912,694
2026-06-04 12:5927,Japp,0.87,275,437,941,686
2026-06-04 12:5927,Japp,0.68,276,441,713,687
2026-06-04 12:5927,Japp,0.88,271,430,945,683
2026-06-04 12:5927,Japp,0.55,269,438,717,683
2026-06-04 12:5927,Japp,0.93,269,428,947,679
2026-06-04 12:5927,Japp,0.45,267,435,727,678
2026-06-04 12:5927,Japp,0.91,266,420,946,663
2026-06-04 12:5928,Japp,0.90,270,410,948,651
2026-06-04 12:5928,Japp,0.29,270,434,804,660
2026-06-04 12:5928,Japp,0.94,260,380,950,645
2026-06-04 12:5928,Japp,0.95,266,384,955,639
2026-06-04 12:5928,Japp,0.95,272,385,957,638
2026-06-04 12:5928,Japp,0.95,276,385,960,638
2026-06-04 12:5928,Japp,0.96,280,380,964,637
2026-06-04 12:5928,Japp,0.94,293,377,975,640
2026-06-04 12:5928,Japp,0.95,294,383,975,642
2026-06-04 12:5928,Japp,0.94,297,382,982,641
2026-06-04 12:5928,Japp,0.85,301,391,986,643
2026-06-04 12:5928,Japp,0.95,296,399,986,647
2026-06-04 12:5928,Japp,0.94,295,406,981,650
2026-06-04 12:5928,Japp,0.94,292,412,986,652
2026-06-04 12:5928,Japp,0.93,290,417,989,654
2026-06-04 12:5928,Japp,0.94,292,417,989,654
2026-06-04 12:5928,Japp,0.92,293,424,992,658
2026-06-04 12:5929,Japp,0.97,289,425,992,673
2026-06-04 12:5929,Japp,0.96,292,429,990,685
2026-06-04 12:5929,Japp,0.96,293,428,991,687
2026-06-04 12:5929,Japp,0.95,293,431,991,683
2026-06-04 12:5929,Japp,0.95,293,431,992,681
2026-06-04 12:5929,Japp,0.95,296,432,992,683
2026-06-04 12:5929,Japp,0.94,294,432,991,682
2026-06-04 12:5929,Japp,0.96,292,431,989,683
2026-06-04 12:5929,Japp,0.97,288,428,987,681
2026-06-04 12:5929,Japp,0.96,287,427,987,678
2026-06-04 12:5929,Japp,0.97,281,424,990,671
2026-06-04 12:5929,Japp,0.95,284,419,990,656
2026-06-04 12:5929,Japp,0.97,285,419,986,654
2026-06-04 12:5929,Japp,0.97,286,418,987,653
2026-06-04 12:5929,Japp,0.97,286,418,987,651
